,Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Mega ball,Megaplier
1465,Tuesday June 7th 2011,29,32,35,47,52,13,x4
1466,Friday June 10th 2011,18,21,27,37,38,7,x3
1467,Tuesday June 14th 2011,9,10,20,51,53,24,x4
1468,Friday June 17th 2011,12,29,46,47,51,24,x4
1469,Tuesday June 21st 2011,11,24,25,31,46,17,x3
1470,Friday June 24th 2011,10,14,40,49,51,4,x3
1471,Tuesday June 28th 2011,12,17,27,47,48,33,x4
1472,Friday July 1st 2011,12,17,30,35,47,26,x4
1473,Tuesday July 5th 2011,1,10,13,18,46,19,x2
1474,Friday July 8th 2011,1,2,22,37,50,45,x3
1475,Tuesday July 12th 2011,3,9,11,44,49,9,x4
1476,Friday July 15th 2011,16,29,30,46,56,6,x3
1477,Tuesday July 19th 2011,2,9,10,16,35,40,x4
1478,Friday July 22nd 2011,23,31,32,39,56,38,x4
1479,Tuesday July 26th 2011,20,25,35,52,55,10,x3
1480,Friday July 29th 2011,8,10,22,47,48,35,x4
1481,Tuesday August 2nd 2011,14,17,19,20,32,28,x4
1482,Friday August 5th 2011,6,24,28,33,42,19,x3
1483,Tuesday August 9th 2011,11,19,39,45,54,15,x4
1484,Friday August 12th 2011,9,43,51,54,55,13,x4
1485,Tuesday August 16th 2011,4,38,41,42,43,44,x4
1486,Friday August 19th 2011,5,15,53,54,56,22,x2
1487,Tuesday August 23rd 2011,11,21,44,48,49,23,x3
1488,Friday August 26th 2011,2,3,27,30,47,36,x3
1489,Tuesday August 30th 2011,2,22,25,28,50,18,x4
1490,Friday September 2nd 2011,25,44,48,49,55,20,x3
1491,Tuesday September 6th 2011,1,36,38,42,49,19,x4
1492,Friday September 9th 2011,7,12,19,23,31,45,x4
1493,Tuesday September 13th 2011,22,31,43,48,56,45,x4
1494,Friday September 16th 2011,6,23,41,45,56,24,x4
1495,Tuesday September 20th 2011,6,29,38,50,51,39,x4
1496,Friday September 23rd 2011,21,27,32,40,52,36,x4
1497,Tuesday September 27th 2011,2,20,28,36,45,37,x4
1498,Friday September 30th 2011,3,19,21,44,45,29,x4
1499,Tuesday October 4th 2011,3,26,40,45,52,11,x3
1500,Friday October 7th 2011,5,15,19,23,38,19,x4
1501,Tuesday October 11th 2011,25,34,38,44,56,27,x4
1502,Friday October 14th 2011,13,35,42,45,54,26,x4
1503,Tuesday October 18th 2011,24,25,45,47,53,42,x2
1504,Friday October 21st 2011,6,21,35,37,38,17,x3
1505,Tuesday October 25th 2011,13,33,40,44,46,8,x4
1506,Friday October 28th 2011,13,31,49,52,56,41,x4
1507,Tuesday November 1st 2011,27,31,39,40,46,36,x3
1508,Friday November 4th 2011,26,30,32,33,44,1,x4
1509,Tuesday November 8th 2011,5,31,45,47,54,4,x4
1510,Friday November 11th 2011,2,16,22,29,50,27,x4
1511,Tuesday November 15th 2011,3,6,24,30,33,21,x4
1512,Friday November 18th 2011,4,13,33,39,55,3,x4
1513,Tuesday November 22nd 2011,4,16,23,33,48,38,x2
1514,Friday November 25th 2011,22,28,42,49,54,43,x3
1515,Tuesday November 29th 2011,17,29,43,48,52,36,x4
1516,Friday December 2nd 2011,24,30,48,51,56,45,x4
1517,Tuesday December 6th 2011,7,21,29,35,49,39,x4
1518,Friday December 9th 2011,4,12,29,49,51,44,x4
1519,Tuesday December 13th 2011,5,6,22,26,41,6,x4
1520,Friday December 16th 2011,2,4,26,36,39,27,x3
1521,Tuesday December 20th 2011,20,24,27,45,51,31,x4
1522,Friday December 23rd 2011,3,5,8,18,29,14,x4
1523,Tuesday December 27th 2011,23,32,33,39,43,8,x3
1524,Friday December 30th 2011,4,24,45,46,52,1,x4
1525,Tuesday January 3rd 2012,2,3,15,22,36,23,x2
1526,Friday January 6th 2012,9,17,28,34,48,46,x2
1527,Tuesday January 10th 2012,4,10,16,38,48,34,x3
1528,Friday January 13th 2012,10,27,28,37,51,19,x3
1529,Tuesday January 17th 2012,3,15,31,36,53,27,x2
1530,Friday January 20th 2012,1,9,28,38,47,8,x2
1531,Tuesday January 24th 2012,10,22,24,36,49,33,x4
1532,Friday January 27th 2012,3,5,30,36,48,23,x4
1533,Tuesday January 31st 2012,9,17,18,28,43,9,x3
1534,Friday February 3rd 2012,7,19,21,49,53,35,x4
1535,Tuesday February 7th 2012,17,23,30,37,45,4,x4
1536,Friday February 10th 2012,3,4,18,29,50,20,x4
1537,Tuesday February 14th 2012,3,5,10,26,27,27,x2
1538,Friday February 17th 2012,16,25,28,32,40,3,x3
1539,Tuesday February 21st 2012,9,30,39,42,47,37,x3
1540,Friday February 24th 2012,1,16,18,25,27,3,x4
1541,Tuesday February 28th 2012,6,15,29,39,51,36,x3
1542,Friday March 2nd 2012,16,29,48,52,54,5,x2
1543,Tuesday March 6th 2012,20,24,31,33,36,44,x4
1544,Friday March 9th 2012,9,10,27,36,42,11,x4
1545,Tuesday March 13th 2012,2,8,30,36,48,31,x3
1546,Friday March 16th 2012,28,29,43,51,53,7,x3
1547,Tuesday March 20th 2012,1,4,6,11,14,30,x4
1548,Friday March 23rd 2012,6,17,19,20,21,20,x4
1549,Tuesday March 27th 2012,9,19,34,44,51,24,x3
1550,Friday March 30th 2012,2,4,23,38,46,23,x3
1551,Tuesday April 3rd 2012,11,35,38,41,52,40,x4
1552,Friday April 6th 2012,2,19,20,24,33,39,x4
1553,Tuesday April 10th 2012,2,6,12,31,48,25,x4
1554,Friday April 13th 2012,9,14,17,36,42,33,x4
1555,Tuesday April 17th 2012,1,16,24,32,48,2,x4
1556,Friday April 20th 2012,14,23,26,33,35,40,x3
1557,Tuesday April 24th 2012,3,9,15,37,38,39,x4
1558,Friday April 27th 2012,2,5,45,46,47,37,x4
1559,Tuesday May 1st 2012,24,27,31,45,52,38,x4
1560,Friday May 4th 2012,4,11,21,42,53,38,x4
1561,Tuesday May 8th 2012,2,6,8,18,51,19,x3
1562,Friday May 11th 2012,3,15,29,35,54,8,x4
1563,Tuesday May 15th 2012,10,11,12,14,24,6,x4
1564,Friday May 18th 2012,3,11,22,34,49,1,x4
1565,Tuesday May 22nd 2012,10,14,35,43,52,16,x2
1566,Friday May 25th 2012,9,15,21,40,54,11,x4
1567,Tuesday May 29th 2012,2,14,29,53,55,31,x3
1568,Friday June 1st 2012,2,27,38,46,52,45,x3
1569,Tuesday June 5th 2012,37,39,42,53,55,22,x3
1570,Friday June 8th 2012,4,9,34,40,48,25,x3
1571,Tuesday June 12th 2012,2,9,17,34,50,45,x4
1572,Friday June 15th 2012,8,12,18,30,40,4,x3
1573,Tuesday June 19th 2012,11,21,27,30,53,11,x2
1574,Friday June 22nd 2012,10,16,19,32,36,13,x3
1575,Tuesday June 26th 2012,3,16,23,35,36,20,x4
1576,Friday June 29th 2012,28,34,39,45,53,34,x4
1577,Tuesday July 3rd 2012,3,4,24,36,52,45,x4
1578,Friday July 6th 2012,20,23,28,35,39,21,x3
1579,Tuesday July 10th 2012,3,11,19,23,36,21,x4
1580,Friday July 13th 2012,6,7,13,24,46,34,x2
1581,Tuesday July 17th 2012,1,13,21,49,55,17,x4
1582,Friday July 20th 2012,2,44,48,50,52,3,x3
1583,Tuesday July 24th 2012,5,9,38,46,51,5,x4
1584,Friday July 27th 2012,2,3,4,8,43,26,x3
1585,Tuesday July 31st 2012,5,18,21,29,41,37,x3
1586,Friday August 3rd 2012,2,10,13,38,46,2,x3
1587,Tuesday August 7th 2012,30,32,33,42,48,7,x4
1588,Friday August 10th 2012,10,18,36,38,44,8,x4
1589,Tuesday August 14th 2012,15,23,34,39,55,32,x4
1590,Friday August 17th 2012,8,20,24,35,56,24,x3
1591,Tuesday August 21st 2012,5,13,20,23,33,30,x2
1592,Friday August 24th 2012,25,34,45,46,49,34,x2
1593,Tuesday August 28th 2012,4,9,40,45,50,39,x4
1594,Friday August 31st 2012,31,40,41,47,48,45,x3
1595,Tuesday September 4th 2012,16,32,39,41,53,16,x3
1596,Friday September 7th 2012,15,32,38,42,46,31,x4
1597,Tuesday September 11th 2012,5,11,20,33,36,11,x3
1598,Friday September 14th 2012,16,17,21,40,51,20,x4
1599,Tuesday September 18th 2012,5,9,22,36,49,36,x3
1600,Friday September 21st 2012,3,13,14,46,55,34,x4
1601,Tuesday September 25th 2012,7,8,23,50,51,26,x3
1602,Friday September 28th 2012,6,8,14,43,56,28,x4
1603,Tuesday October 2nd 2012,10,11,20,42,55,9,x4
1604,Friday October 5th 2012,8,9,16,32,39,15,x3
1605,Tuesday October 9th 2012,6,15,16,22,37,3,x4
1606,Friday October 12th 2012,6,10,24,26,42,15,x4
1607,Tuesday October 16th 2012,13,37,40,46,52,29,x4
1608,Friday October 19th 2012,14,34,36,48,53,42,x3
1609,Tuesday October 23rd 2012,1,17,42,46,55,1,x2
1610,Friday October 26th 2012,4,15,24,36,40,44,x2
1611,Tuesday October 30th 2012,5,12,18,29,56,38,x4
1612,Friday November 2nd 2012,4,18,22,38,44,24,x3
1613,Tuesday November 6th 2012,3,5,13,32,35,6,x3
1614,Friday November 9th 2012,18,22,33,35,40,11,x4
1615,Tuesday November 13th 2012,6,12,31,46,56,34,x2
1616,Friday November 16th 2012,5,24,26,29,53,36,x4
1617,Tuesday November 20th 2012,9,13,22,38,52,44,x4
1618,Friday November 23rd 2012,8,37,44,47,48,27,x4
1619,Tuesday November 27th 2012,5,12,26,42,49,24,x4
1620,Friday November 30th 2012,11,22,24,28,31,46,x3
1621,Tuesday December 4th 2012,3,19,24,32,43,44,x4
1622,Friday December 7th 2012,7,43,44,51,56,4,x3
1623,Tuesday December 11th 2012,39,44,51,52,54,13,x4
1624,Friday December 14th 2012,11,28,33,41,43,41,x4
1625,Tuesday December 18th 2012,1,6,7,18,29,16,x3
1626,Friday December 21st 2012,3,18,32,41,56,19,x3
1627,Tuesday December 25th 2012,2,3,18,34,48,36,x4
1628,Friday December 28th 2012,10,13,32,40,41,32,x4
1629,Tuesday January 1st 2013,4,11,21,25,44,29,x4
1630,Friday January 4th 2013,1,2,23,25,55,39,x4
1631,Tuesday January 8th 2013,3,20,21,38,42,19,x4
1632,Friday January 11th 2013,24,29,30,34,56,1,x4
1633,Tuesday January 15th 2013,1,6,12,19,41,14,x4
1634,Friday January 18th 2013,8,18,25,42,49,14,x3
1635,Tuesday January 22nd 2013,7,11,16,39,54,13,x3
1636,Friday January 25th 2013,11,12,17,31,48,1,x4
1637,Tuesday January 29th 2013,8,12,27,46,47,6,x3
1638,Friday February 1st 2013,1,30,32,40,41,17,x3
1639,Tuesday February 5th 2013,2,5,10,26,44,46,x4
1640,Friday February 8th 2013,6,15,20,39,50,5,x4
1641,Tuesday February 12th 2013,9,22,32,38,55,44,x3
1642,Friday February 15th 2013,11,35,41,42,44,42,x4
1643,Tuesday February 19th 2013,1,15,19,30,56,28,x3
1644,Friday February 22nd 2013,9,13,24,38,49,30,x3
1645,Tuesday February 26th 2013,6,7,13,15,43,7,x4
1646,Friday March 1st 2013,17,30,38,43,51,20,x4
1647,Tuesday March 5th 2013,6,20,39,41,46,42,x3
1648,Friday March 8th 2013,4,11,25,34,35,44,x4
1649,Tuesday March 12th 2013,9,12,19,20,30,39,x4
1650,Friday March 15th 2013,4,8,17,22,32,8,x2
1651,Tuesday March 19th 2013,3,6,14,21,37,35,x3
1652,Friday March 22nd 2013,14,27,34,37,41,38,x4
1653,Tuesday March 26th 2013,20,33,46,49,51,46,x4
1654,Friday March 29th 2013,25,31,36,46,53,21,x4
1655,Tuesday April 2nd 2013,7,10,14,40,47,34,x4
1656,Friday April 5th 2013,8,15,23,36,41,5,x3
1657,Tuesday April 9th 2013,17,30,41,48,54,13,x4
1658,Friday April 12th 2013,1,10,13,19,21,28,x3
1659,Tuesday April 16th 2013,2,5,15,18,39,42,x2
1660,Friday April 19th 2013,6,8,12,22,43,28,x4
1661,Tuesday April 23rd 2013,9,21,22,32,50,10,x3
1662,Friday April 26th 2013,17,42,49,54,55,31,x4
1663,Tuesday April 30th 2013,21,30,34,39,49,43,x3
1664,Friday May 3rd 2013,2,20,34,42,54,39,x2
1665,Tuesday May 7th 2013,1,6,13,20,51,31,x4
1666,Friday May 10th 2013,1,19,20,39,49,28,x4
1667,Tuesday May 14th 2013,6,10,12,28,32,38,x4
1668,Friday May 17th 2013,11,15,35,43,49,41,x4
1669,Tuesday May 21st 2013,2,15,17,48,55,11,x4
1670,Friday May 24th 2013,4,5,16,18,53,28,x4
1671,Tuesday May 28th 2013,4,12,25,32,54,36,x4
1672,Friday May 31st 2013,2,20,26,44,46,26,x3
1673,Tuesday June 4th 2013,10,11,12,20,55,19,x3
1674,Friday June 7th 2013,1,10,37,48,55,21,x4
1675,Tuesday June 11th 2013,15,40,45,50,53,28,x4
1676,Friday June 14th 2013,2,5,31,33,34,20,x4
1677,Tuesday June 18th 2013,6,17,34,40,48,30,x2
1678,Friday June 21st 2013,3,14,17,40,50,3,x3
1679,Tuesday June 25th 2013,3,5,28,33,51,16,x2
1680,Friday June 28th 2013,8,15,35,46,52,38,x4
1681,Tuesday July 2nd 2013,36,42,51,52,53,40,x4
1682,Friday July 5th 2013,2,23,41,47,54,42,x4
1683,Tuesday July 9th 2013,3,21,43,45,48,14,x2
1684,Friday July 12th 2013,4,5,25,27,51,10,x3
1685,Tuesday July 16th 2013,10,14,21,40,53,20,x2
1686,Friday July 19th 2013,16,20,24,39,42,46,x3
1687,Tuesday July 23rd 2013,25,32,35,50,51,46,x3
1688,Friday July 26th 2013,4,22,23,27,38,42,x4
1689,Tuesday July 30th 2013,25,27,36,42,44,39,x3
1690,Friday August 2nd 2013,8,21,23,25,39,4,x2
1691,Tuesday August 6th 2013,1,11,16,51,55,41,x3
1692,Friday August 9th 2013,11,20,30,34,38,12,x3
1693,Tuesday August 13th 2013,2,31,32,37,41,40,x4
1694,Friday August 16th 2013,7,13,26,36,46,37,x4
1695,Tuesday August 20th 2013,13,28,35,38,41,33,x3
1696,Friday August 23rd 2013,1,9,17,20,53,14,x4
1697,Tuesday August 27th 2013,4,7,30,36,38,38,x4
1698,Friday August 30th 2013,6,19,24,43,44,33,x2
1699,Tuesday September 3rd 2013,4,13,14,28,41,28,x3
1700,Friday September 6th 2013,2,16,17,22,41,31,x4
1701,Tuesday September 10th 2013,2,12,18,54,56,1,x3
1702,Friday September 13th 2013,9,22,28,48,54,8,x4
1703,Tuesday September 17th 2013,6,15,27,31,39,25,x2
1704,Friday September 20th 2013,1,15,20,21,47,34,x2
1705,Tuesday September 24th 2013,4,11,32,39,40,33,x3
1706,Friday September 27th 2013,9,23,27,49,51,38,x2
1707,Tuesday October 1st 2013,7,10,30,37,53,1,x3
1708,Friday October 4th 2013,4,16,24,25,44,5,x3
1709,Tuesday October 8th 2013,6,15,19,23,40,5,x3
1710,Friday October 11th 2013,3,27,37,45,48,46,x4
1711,Tuesday October 15th 2013,4,23,30,43,50,11,x4
1712,Friday October 18th 2013,5,20,45,48,56,1,x4
1713,Tuesday October 22nd 2013,2,3,19,52,71,14,x5
1714,Friday October 25th 2013,6,16,45,54,60,15,x2
1715,Tuesday October 29th 2013,20,33,50,53,54,7,x3
1716,Friday November 1st 2013,32,35,49,62,67,1,x5
1717,Tuesday November 5th 2013,2,11,42,64,74,2,x5
1718,Friday November 8th 2013,41,42,51,57,65,7,x2
1719,Tuesday November 12th 2013,20,30,32,42,71,15,x5
1720,Friday November 15th 2013,25,44,49,54,63,8,x4
1721,Tuesday November 19th 2013,14,15,29,49,63,2,x3
1722,Friday November 22nd 2013,17,23,35,36,44,8,x3
1723,Tuesday November 26th 2013,27,44,59,74,75,3,x5
1724,Friday November 29th 2013,9,41,43,47,57,5,x4
1725,Tuesday December 3rd 2013,7,12,41,44,59,3,x3
1726,Friday December 6th 2013,11,29,44,63,64,3,x3
1727,Tuesday December 10th 2013,5,12,22,41,65,13,x2
1728,Friday December 13th 2013,19,24,26,27,70,12,x2
1729,Tuesday December 17th 2013,8,14,17,20,39,7,x4
1730,Friday December 20th 2013,3,4,31,49,57,6,x2
1731,Tuesday December 24th 2013,23,34,53,58,73,2,x3
1732,Friday December 27th 2013,4,15,35,48,49,11,x5
1733,Tuesday December 31st 2013,8,12,34,52,58,8,x3
1734,Friday January 3rd 2014,22,24,25,40,70,5,x5
1735,Tuesday January 7th 2014,13,34,56,62,64,6,x5
1736,Friday January 10th 2014,8,28,36,37,57,8,x3
1737,Tuesday January 14th 2014,4,23,26,62,69,13,x3
1738,Friday January 17th 2014,1,10,26,31,51,11,x4
1739,Tuesday January 21st 2014,8,23,33,45,52,4,x4
1740,Friday January 24th 2014,22,45,46,47,65,10,x5
1741,Tuesday January 28th 2014,7,16,28,53,60,2,x3
1742,Friday January 31st 2014,3,9,13,47,52,8,x4
1743,Tuesday February 4th 2014,25,44,49,60,73,9,x3
1744,Friday February 7th 2014,11,21,23,35,64,10,x3
1745,Tuesday February 11th 2014,43,64,67,71,73,4,x2
1746,Friday February 14th 2014,20,28,35,71,72,7,x3
1747,Tuesday February 18th 2014,23,29,31,37,70,14,x5
1748,Friday February 21st 2014,23,29,32,45,46,15,x5
1749,Tuesday February 25th 2014,12,18,25,35,66,15,x5
1750,Friday February 28th 2014,3,31,50,58,59,6,x4
1751,Tuesday March 4th 2014,10,29,31,35,45,10,x2
1752,Friday March 7th 2014,11,13,51,57,69,1,x4
1753,Tuesday March 11th 2014,9,14,56,57,69,10,x4
1754,Friday March 14th 2014,7,20,40,54,69,12,x3
1755,Tuesday March 18th 2014,11,19,24,33,51,7,x3
1756,Friday March 21st 2014,2,23,30,35,53,10,x5
1757,Tuesday March 25th 2014,19,26,51,57,73,15,x3
1758,Friday March 28th 2014,2,3,9,50,73,12,x3
1759,Tuesday April 1st 2014,10,23,68,74,75,9,x5
1760,Friday April 4th 2014,1,10,15,41,54,9,x2
1761,Tuesday April 8th 2014,35,36,41,60,71,3,x3
1762,Friday April 11th 2014,3,42,44,47,57,8,x5
1763,Tuesday April 15th 2014,4,39,46,47,70,13,x3
1764,Friday April 18th 2014,18,25,38,45,63,9,x2
1765,Tuesday April 22nd 2014,2,18,19,49,50,1,x3
1766,Friday April 25th 2014,3,11,18,20,66,9,x2
1767,Tuesday April 29th 2014,7,43,59,61,66,3,x3
1768,Friday May 2nd 2014,1,18,26,35,40,13,x5
1769,Tuesday May 6th 2014,18,20,27,48,51,5,x3
1770,Friday May 9th 2014,10,28,39,51,59,14,x2
1771,Tuesday May 13th 2014,37,46,48,70,74,1,x2
1772,Friday May 16th 2014,13,14,16,50,56,11,x5
1773,Tuesday May 20th 2014,10,40,63,64,69,7,x2
1774,Friday May 23rd 2014,12,14,21,38,70,15,x4
1775,Tuesday May 27th 2014,1,6,10,46,58,13,x2
1776,Friday May 30th 2014,10,13,42,43,62,2,x4
1777,Tuesday June 3rd 2014,19,28,62,66,74,6,x3
1778,Friday June 6th 2014,12,29,37,49,72,9,x4
1779,Tuesday June 10th 2014,2,10,24,26,74,7,x5
1780,Friday June 13th 2014,7,38,46,49,56,1,x5
1781,Tuesday June 17th 2014,10,14,24,47,60,3,x4
1782,Friday June 20th 2014,1,22,25,29,56,3,x5
1783,Tuesday June 24th 2014,13,17,24,47,65,10,x4
1784,Friday June 27th 2014,15,29,31,46,64,10,x3
1785,Tuesday July 1st 2014,9,22,38,47,49,15,x3
1786,Friday July 4th 2014,16,33,39,58,69,2,x5
1787,Tuesday July 8th 2014,14,25,27,48,49,9,x5
1788,Friday July 11th 2014,9,13,30,35,69,10,x5
1789,Tuesday July 15th 2014,2,4,17,36,40,5,x2
1790,Friday July 18th 2014,5,8,59,65,72,3,x3
1791,Tuesday July 22nd 2014,14,18,22,31,47,15,x3
1792,Friday July 25th 2014,22,29,33,41,68,12,x5
1793,Tuesday July 29th 2014,2,8,16,43,74,1,x4
1794,Friday August 1st 2014,13,29,34,37,72,6,x5
1795,Tuesday August 5th 2014,25,28,36,45,53,6,x5
1796,Friday August 8th 2014,9,16,61,70,75,7,x5
1797,Tuesday August 12th 2014,32,53,60,63,68,6,x4
1798,Friday August 15th 2014,16,19,28,29,68,9,x2
1799,Tuesday August 19th 2014,22,39,56,67,71,15,x4
1800,Friday August 22nd 2014,5,31,34,41,74,3,x5
1801,Tuesday August 26th 2014,29,31,51,60,64,1,x5
1802,Friday August 29th 2014,3,26,45,58,73,12,x2
1803,Tuesday September 2nd 2014,1,8,54,69,72,1,x3
1804,Friday September 5th 2014,7,12,20,24,59,7,x2
1805,Tuesday September 9th 2014,25,34,55,70,71,1,x4
1806,Friday September 12th 2014,18,28,33,36,42,7,x3
1807,Tuesday September 16th 2014,25,45,51,53,73,2,x2
1808,Friday September 19th 2014,16,25,27,29,34,2,x2
1809,Tuesday September 23rd 2014,21,24,25,40,43,12,x5
1810,Friday September 26th 2014,17,26,35,46,62,9,x5
1811,Tuesday September 30th 2014,3,16,52,54,61,6,x5
1812,Friday October 3rd 2014,3,20,34,58,67,6,x3
1813,Tuesday October 7th 2014,16,29,46,48,55,2,x3
1814,Friday October 10th 2014,2,32,35,50,59,3,x5
1815,Tuesday October 14th 2014,11,37,46,64,68,15,x3
1816,Friday October 17th 2014,21,31,43,56,60,12,x4
1817,Tuesday October 21st 2014,5,35,37,41,66,11,x5
1818,Friday October 24th 2014,2,14,21,28,55,3,x3
1819,Tuesday October 28th 2014,3,50,57,58,60,11,x5
1820,Friday October 31st 2014,11,29,36,58,67,15,x2
1821,Tuesday November 4th 2014,9,15,24,39,41,1,x4
1822,Friday November 7th 2014,31,35,41,65,66,5,x5
1823,Tuesday November 11th 2014,23,25,28,30,75,11,x5
1824,Friday November 14th 2014,3,49,61,62,68,15,x5
1825,Tuesday November 18th 2014,37,39,53,68,75,6,x2
1826,Friday November 21st 2014,3,12,35,37,63,15,x2
1827,Tuesday November 25th 2014,10,11,29,47,56,4,x2
1828,Friday November 28th 2014,8,26,29,36,47,10,x3
1829,Tuesday December 2nd 2014,13,18,22,49,62,11,x5
1830,Friday December 5th 2014,4,5,11,51,59,5,x5
1831,Tuesday December 9th 2014,27,45,49,51,52,14,x5
1832,Friday December 12th 2014,2,31,46,58,65,7,x5
1833,Tuesday December 16th 2014,41,58,68,72,73,1,x5
1834,Friday December 19th 2014,14,18,58,59,68,4,x3
1835,Tuesday December 23rd 2014,4,10,31,56,66,7,x3
1836,Friday December 26th 2014,2,5,10,20,38,14,x3
1837,Tuesday December 30th 2014,3,7,44,63,67,12,x4
1838,Friday January 2nd 2015,13,15,35,62,74,12,x4
1839,Tuesday January 6th 2015,12,20,27,38,75,4,x3
1840,Friday January 9th 2015,37,49,50,56,57,8,x5
1841,Tuesday January 13th 2015,12,20,25,50,51,7,x5
1842,Friday January 16th 2015,26,32,44,45,58,11,x3
1843,Tuesday January 20th 2015,31,35,56,59,63,6,x5
1844,Friday January 23rd 2015,14,15,32,68,72,8,x2
1845,Tuesday January 27th 2015,5,26,27,44,57,7,x3
1846,Friday January 30th 2015,18,31,39,45,55,6,x5
1847,Tuesday February 3rd 2015,11,22,25,58,69,13,x5
1848,Friday February 6th 2015,5,6,17,33,68,13,x3
1849,Tuesday February 10th 2015,7,42,53,58,71,15,x2
1850,Friday February 13th 2015,4,20,44,65,74,14,x3
1851,Tuesday February 17th 2015,6,45,50,65,66,1,x5
1852,Friday February 20th 2015,2,6,8,52,66,13,x3
1853,Tuesday February 24th 2015,15,23,26,45,66,4,x3
1854,Friday February 27th 2015,7,49,53,60,64,4,x2
1855,Tuesday March 3rd 2015,9,11,42,44,50,3,x4
1856,Friday March 6th 2015,30,48,55,68,73,5,x3
1857,Tuesday March 10th 2015,10,14,19,30,73,14,x5
1858,Friday March 13th 2015,8,22,30,42,45,3,x5
1859,Tuesday March 17th 2015,11,27,44,45,58,3,x5
1860,Friday March 20th 2015,7,50,54,61,75,7,x4
1861,Tuesday March 24th 2015,2,23,32,45,55,12,x2
1862,Friday March 27th 2015,17,21,36,58,70,3,x5
1863,Tuesday March 31st 2015,8,26,41,61,73,11,x5
1864,Friday April 3rd 2015,10,36,47,63,74,2,x5
1865,Tuesday April 7th 2015,5,15,22,26,64,6,x4
1866,Friday April 10th 2015,6,11,32,46,68,9,x2
1867,Tuesday April 14th 2015,3,7,25,68,71,3,x5
1868,Friday April 17th 2015,15,18,29,41,50,5,x2
1869,Tuesday April 21st 2015,31,33,35,41,69,11,x5
1870,Friday April 24th 2015,24,25,29,47,67,4,x4
1871,Tuesday April 28th 2015,22,27,55,58,63,11,x5
1872,Friday May 1st 2015,17,18,61,66,74,3,x3
1873,Tuesday May 5th 2015,11,21,42,62,71,7,x5
1874,Friday May 8th 2015,9,21,25,66,72,7,x3
1875,Tuesday May 12th 2015,14,30,33,36,44,2,x5
1876,Friday May 15th 2015,11,17,21,36,74,15,x5
1877,Tuesday May 19th 2015,10,12,21,29,65,10,x5
1878,Friday May 22nd 2015,3,14,15,25,48,8,x5
1879,Tuesday May 26th 2015,1,39,52,69,72,12,x4
1880,Friday May 29th 2015,20,27,38,49,66,2,x4
1881,Tuesday June 2nd 2015,2,9,11,22,23,12,x4
1882,Friday June 5th 2015,7,22,27,41,49,10,x4
1883,Tuesday June 9th 2015,6,16,17,25,36,7,x5
1884,Friday June 12th 2015,1,40,42,56,62,2,x5
1885,Tuesday June 16th 2015,8,19,26,56,67,14,x2
1886,Friday June 19th 2015,4,35,36,52,68,8,x3
1887,Tuesday June 23rd 2015,6,13,38,56,70,2,x5
1888,Friday June 26th 2015,12,23,33,47,50,3,x5
1889,Tuesday June 30th 2015,11,17,34,43,50,15,x4
1890,Friday July 3rd 2015,33,50,64,71,72,9,x4
1891,Tuesday July 7th 2015,6,15,16,28,49,14,x3
1892,Friday July 10th 2015,24,27,45,51,54,8,x3
1893,Tuesday July 14th 2015,19,24,30,35,72,5,x3
1894,Friday July 17th 2015,6,17,30,31,41,15,x3
1895,Tuesday July 21st 2015,20,30,62,65,74,1,x5
1896,Friday July 24th 2015,10,12,26,60,62,13,x5
1897,Tuesday July 28th 2015,8,35,61,68,75,15,x5
1898,Friday July 31st 2015,28,32,33,40,46,10,x4
1899,Tuesday August 4th 2015,2,19,44,51,57,14,x2
1900,Friday August 7th 2015,1,38,53,63,66,10,x3
1901,Tuesday August 11th 2015,3,8,29,57,68,8,x4
1902,Friday August 14th 2015,12,15,20,52,71,3,x4
1903,Tuesday August 18th 2015,2,7,33,39,53,9,x3
1904,Friday August 21st 2015,13,15,21,41,72,1,x5
1905,Tuesday August 25th 2015,5,44,54,59,63,1,x5
1906,Friday August 28th 2015,13,35,40,60,68,9,x4
1907,Tuesday September 1st 2015,2,5,35,40,54,13,x5
1908,Friday September 4th 2015,17,21,39,52,57,5,x5
1909,Tuesday September 8th 2015,19,20,36,41,46,7,x3
1910,Friday September 11th 2015,5,11,31,50,67,14,x2
1911,Tuesday September 15th 2015,7,20,35,49,56,9,x4
1912,Friday September 18th 2015,17,34,35,51,65,7,x3
1913,Tuesday September 22nd 2015,28,30,38,45,51,8,x5
1914,Friday September 25th 2015,3,8,38,51,64,4,x5
1915,Tuesday September 29th 2015,8,21,30,61,62,9,x3
1916,Friday October 2nd 2015,4,14,29,31,47,9,x2
1917,Tuesday October 6th 2015,17,58,63,64,66,13,x3
1918,Friday October 9th 2015,8,9,21,63,75,14,x4
1919,Tuesday October 13th 2015,7,9,24,38,52,1,x5
1920,Friday October 16th 2015,2,38,48,61,68,4,x3
1921,Tuesday October 20th 2015,6,25,35,38,52,4,x4
1922,Friday October 23rd 2015,25,32,37,45,70,1,x5
1923,Tuesday October 27th 2015,9,26,27,29,74,4,x3
1924,Friday October 30th 2015,17,41,51,53,56,15,x5
1925,Tuesday November 3rd 2015,16,29,44,69,74,12,x5
1926,Friday November 6th 2015,10,31,35,50,72,8,x3
1927,Tuesday November 10th 2015,8,17,20,45,71,4,x4
