,Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Mega ball,Megaplier
1002,Friday December 29th 2006,3,4,10,39,50,29,x4
1003,Tuesday January 2nd 2007,9,10,38,51,53,1,x4
1004,Friday January 5th 2007,2,12,44,46,51,6,x3
1005,Tuesday January 9th 2007,7,11,26,38,54,13,x4
1006,Friday January 12th 2007,12,14,26,40,42,22,x4
1007,Tuesday January 16th 2007,4,8,15,33,52,10,x4
1008,Friday January 19th 2007,4,28,30,31,35,17,x4
1009,Tuesday January 23rd 2007,3,5,15,26,53,35,x4
1010,Friday January 26th 2007,16,17,36,49,54,14,x4
1011,Tuesday January 30th 2007,14,18,44,52,56,25,x2
1012,Friday February 2nd 2007,22,33,35,40,53,15,x3
1013,Tuesday February 6th 2007,16,21,35,36,46,38,x3
1014,Friday February 9th 2007,32,39,46,48,49,41,x2
1015,Tuesday February 13th 2007,3,9,24,29,41,41,x2
1016,Friday February 16th 2007,17,35,40,46,48,41,x4
1017,Tuesday February 20th 2007,1,9,26,46,51,11,x3
1018,Friday February 23rd 2007,3,18,21,38,50,43,x4
1019,Tuesday February 27th 2007,18,31,44,45,48,18,x3
1020,Friday March 2nd 2007,14,21,33,35,51,43,x4
1021,Tuesday March 6th 2007,16,22,29,39,42,20,x3
1022,Friday March 9th 2007,10,13,25,42,43,30,x3
1023,Tuesday March 13th 2007,7,11,16,38,49,35,x2
1024,Friday March 16th 2007,17,25,36,40,43,9,x2
1025,Tuesday March 20th 2007,7,21,46,49,55,15,x4
1026,Friday March 23rd 2007,18,21,35,51,53,36,x4
1027,Tuesday March 27th 2007,18,25,34,35,42,6,x3
1028,Friday March 30th 2007,15,23,37,48,53,22,x4
1029,Tuesday April 3rd 2007,16,26,33,34,46,38,x3
1030,Friday April 6th 2007,24,32,34,36,39,6,x2
1031,Tuesday April 10th 2007,7,15,16,19,28,10,x3
1032,Friday April 13th 2007,11,14,21,25,26,33,x3
1033,Tuesday April 17th 2007,1,4,11,31,47,37,x4
1034,Friday April 20th 2007,1,9,10,23,53,40,x4
1035,Tuesday April 24th 2007,8,10,35,36,43,14,x4
1036,Friday April 27th 2007,5,7,26,38,56,15,x4
1037,Tuesday May 1st 2007,11,16,31,52,53,42,x4
1038,Friday May 4th 2007,4,9,20,45,55,34,x3
1039,Tuesday May 8th 2007,16,24,41,43,54,36,x4
1040,Friday May 11th 2007,28,30,33,48,54,25,x3
1041,Tuesday May 15th 2007,6,13,42,46,56,42,x4
1042,Friday May 18th 2007,13,23,24,30,44,5,x4
1043,Tuesday May 22nd 2007,2,7,11,22,36,35,x3
1044,Friday May 25th 2007,10,14,22,42,43,1,x3
1045,Tuesday May 29th 2007,2,24,44,51,54,7,x4
1046,Friday June 1st 2007,12,19,29,32,48,9,x3
1047,Tuesday June 5th 2007,27,35,38,49,56,15,x4
1048,Friday June 8th 2007,6,26,29,31,39,31,x4
1049,Tuesday June 12th 2007,3,13,19,31,50,21,x4
1050,Friday June 15th 2007,1,5,16,26,30,21,x4
1051,Tuesday June 19th 2007,5,16,31,49,54,19,x4
1052,Friday June 22nd 2007,11,14,21,24,31,23,x4
1053,Tuesday June 26th 2007,4,10,20,29,45,21,x3
1054,Friday June 29th 2007,1,17,40,51,52,7,x3
1055,Tuesday July 3rd 2007,21,35,37,39,40,35,x4
1056,Friday July 6th 2007,3,9,12,25,47,37,x3
1057,Tuesday July 10th 2007,19,24,30,34,56,19,x4
1058,Friday July 13th 2007,7,39,41,48,53,21,x4
1059,Tuesday July 17th 2007,16,30,38,46,51,5,x4
1060,Friday July 20th 2007,6,13,30,41,52,26,x4
1061,Tuesday July 24th 2007,8,17,20,23,50,17,x3
1062,Friday July 27th 2007,7,12,35,54,55,2,x4
1063,Tuesday July 31st 2007,5,18,37,39,43,42,x4
1064,Friday August 3rd 2007,16,29,42,46,51,40,x3
1065,Tuesday August 7th 2007,36,41,50,55,56,9,x4
1066,Friday August 10th 2007,10,20,32,33,54,39,x4
1067,Tuesday August 14th 2007,5,8,9,24,34,17,x4
1068,Friday August 17th 2007,2,8,33,38,53,12,x4
1069,Tuesday August 21st 2007,8,38,54,55,56,2,x2
1070,Friday August 24th 2007,4,21,46,51,53,5,x3
1071,Tuesday August 28th 2007,37,40,48,53,56,44,x4
1072,Friday August 31st 2007,8,18,22,40,44,11,x4
1073,Tuesday September 4th 2007,3,6,11,42,46,38,x4
1074,Friday September 7th 2007,14,19,27,34,48,3,x3
1075,Tuesday September 11th 2007,9,10,17,21,35,6,x4
1076,Friday September 14th 2007,5,9,12,33,40,27,x4
1077,Tuesday September 18th 2007,20,24,31,34,49,8,x3
1078,Friday September 21st 2007,5,21,23,33,45,43,x4
1079,Tuesday September 25th 2007,2,19,23,47,54,16,x3
1080,Friday September 28th 2007,4,13,20,25,33,42,x3
1081,Tuesday October 2nd 2007,28,37,40,43,44,20,x4
1082,Friday October 5th 2007,10,19,37,40,48,1,x3
1083,Tuesday October 9th 2007,1,10,17,32,51,44,x2
1084,Friday October 12th 2007,21,26,34,44,54,23,x2
1085,Tuesday October 16th 2007,1,2,5,41,44,25,x4
1086,Friday October 19th 2007,5,15,18,23,46,14,x4
1087,Tuesday October 23rd 2007,2,7,45,52,53,18,x3
1088,Friday October 26th 2007,12,20,24,38,51,3,x3
1089,Tuesday October 30th 2007,2,8,44,46,51,22,x2
1090,Friday November 2nd 2007,1,3,34,49,52,19,x3
1091,Tuesday November 6th 2007,3,17,43,46,47,2,x3
1092,Friday November 9th 2007,11,33,41,42,46,21,x2
1093,Tuesday November 13th 2007,15,26,36,39,40,45,x4
1094,Friday November 16th 2007,12,13,30,31,39,29,x3
1095,Tuesday November 20th 2007,14,20,23,42,43,6,x3
1096,Friday November 23rd 2007,18,21,33,42,56,11,x3
1097,Tuesday November 27th 2007,9,10,26,29,39,10,x3
1098,Friday November 30th 2007,5,6,12,26,51,7,x3
1099,Tuesday December 4th 2007,16,27,30,45,53,43,x4
1100,Friday December 7th 2007,12,18,26,28,51,35,x2
1101,Tuesday December 11th 2007,6,25,27,30,45,46,x3
1102,Friday December 14th 2007,4,7,12,17,30,44,x3
1103,Tuesday December 18th 2007,3,23,46,48,49,2,x3
1104,Friday December 21st 2007,14,19,20,43,53,7,x4
1105,Tuesday December 25th 2007,19,36,37,48,52,8,x4
1106,Friday December 28th 2007,2,19,22,28,54,25,x4
1107,Tuesday January 1st 2008,13,16,25,30,54,11,x4
1108,Friday January 4th 2008,24,31,39,40,56,32,x4
1109,Tuesday January 8th 2008,10,29,45,52,54,10,x4
1110,Friday January 11th 2008,22,36,42,45,55,42,x2
1111,Tuesday January 15th 2008,21,30,42,44,50,6,x4
1112,Friday January 18th 2008,12,22,33,43,44,15,x4
1113,Tuesday January 22nd 2008,12,15,22,25,33,2,x4
1114,Friday January 25th 2008,5,12,22,38,56,22,x4
1115,Tuesday January 29th 2008,8,23,39,40,42,24,x4
1116,Friday February 1st 2008,3,14,30,44,56,5,x4
1117,Tuesday February 5th 2008,4,5,17,40,51,38,x3
1118,Friday February 8th 2008,21,30,43,46,50,18,x3
1119,Tuesday February 12th 2008,14,27,39,47,50,12,x3
1120,Friday February 15th 2008,7,11,26,30,53,14,x3
1121,Tuesday February 19th 2008,1,38,42,55,56,34,x4
1122,Friday February 22nd 2008,7,12,13,19,22,10,x4
1123,Tuesday February 26th 2008,9,12,30,36,55,15,x4
1124,Friday February 29th 2008,5,17,22,26,55,38,x4
1125,Tuesday March 4th 2008,7,15,30,33,56,22,x4
1126,Friday March 7th 2008,19,32,33,41,48,12,x4
1127,Tuesday March 11th 2008,4,13,35,41,47,44,x4
1128,Friday March 14th 2008,3,12,18,25,52,21,x4
1129,Tuesday March 18th 2008,13,15,20,25,44,37,x4
1130,Friday March 21st 2008,5,8,17,19,41,21,x4
1131,Tuesday March 25th 2008,38,42,43,48,53,12,x3
1132,Friday March 28th 2008,7,26,27,40,43,10,x4
1133,Tuesday April 1st 2008,4,17,26,46,56,25,x4
1134,Friday April 4th 2008,3,5,40,45,49,17,x4
1135,Tuesday April 8th 2008,8,9,31,37,44,38,x2
1136,Friday April 11th 2008,14,18,27,31,42,7,x2
1137,Tuesday April 15th 2008,12,13,27,48,50,30,x3
1138,Friday April 18th 2008,24,28,36,50,53,29,x2
1139,Tuesday April 22nd 2008,3,22,31,48,54,9,x4
1140,Friday April 25th 2008,19,32,37,45,52,41,x4
1141,Tuesday April 29th 2008,19,24,35,44,51,26,x3
1142,Friday May 2nd 2008,8,28,37,53,55,26,x4
1143,Tuesday May 6th 2008,4,21,46,53,54,26,x3
1144,Friday May 9th 2008,16,31,43,46,56,22,x4
1145,Tuesday May 13th 2008,20,24,27,31,47,15,x4
1146,Friday May 16th 2008,6,11,39,46,47,26,x3
1147,Tuesday May 20th 2008,2,14,26,32,41,32,x4
1148,Friday May 23rd 2008,4,8,11,22,30,4,x4
1149,Tuesday May 27th 2008,14,24,32,45,49,17,x4
1150,Friday May 30th 2008,39,40,47,53,55,32,x4
1151,Tuesday June 3rd 2008,4,19,24,32,54,5,x3
1152,Friday June 6th 2008,8,9,43,44,54,27,x4
1153,Tuesday June 10th 2008,3,5,15,43,51,11,x3
1154,Friday June 13th 2008,8,9,14,38,44,36,x4
1155,Tuesday June 17th 2008,5,14,25,47,49,36,x4
1156,Friday June 20th 2008,11,17,25,36,42,13,x4
1157,Tuesday June 24th 2008,10,22,36,50,53,39,x3
1158,Friday June 27th 2008,8,14,22,39,50,44,x4
1159,Tuesday July 1st 2008,1,22,33,43,52,36,x4
1160,Friday July 4th 2008,1,3,12,19,20,28,x4
1161,Tuesday July 8th 2008,1,20,22,29,41,35,x4
1162,Friday July 11th 2008,5,14,16,39,51,34,x4
1163,Tuesday July 15th 2008,19,24,34,45,51,40,x2
1164,Friday July 18th 2008,17,29,36,53,55,26,x4
1165,Tuesday July 22nd 2008,2,16,23,29,32,46,x4
1166,Friday July 25th 2008,2,16,19,35,52,17,x4
1167,Tuesday July 29th 2008,11,13,20,30,42,3,x3
1168,Friday August 1st 2008,9,13,17,18,56,2,x4
1169,Tuesday August 5th 2008,9,21,36,38,55,13,x3
1170,Friday August 8th 2008,11,17,28,32,50,33,x3
1171,Tuesday August 12th 2008,2,7,23,38,40,40,x4
1172,Friday August 15th 2008,8,23,29,30,53,7,x4
1173,Tuesday August 19th 2008,9,18,19,26,40,38,x4
1174,Friday August 22nd 2008,12,13,15,41,42,37,x4
1175,Tuesday August 26th 2008,6,16,24,34,36,30,x4
1176,Friday August 29th 2008,21,25,26,50,51,22,x4
1177,Tuesday September 2nd 2008,14,23,43,44,54,39,x4
1178,Friday September 5th 2008,1,6,15,27,46,39,x3
1179,Tuesday September 9th 2008,22,23,28,49,52,2,x3
1180,Friday September 12th 2008,1,12,14,25,35,38,x4
1181,Tuesday September 16th 2008,13,24,39,51,52,44,x2
1182,Friday September 19th 2008,2,9,41,48,51,37,x4
1183,Tuesday September 23rd 2008,9,32,34,43,52,4,x4
1184,Friday September 26th 2008,6,13,14,31,36,36,x3
1185,Tuesday September 30th 2008,9,30,35,39,49,36,x4
1186,Friday October 3rd 2008,13,28,32,41,52,16,x3
1187,Tuesday October 7th 2008,2,25,35,38,42,34,x4
1188,Friday October 10th 2008,14,15,43,46,48,21,x3
1189,Tuesday October 14th 2008,14,35,41,42,51,23,x3
1190,Friday October 17th 2008,7,15,27,28,31,35,x3
1191,Tuesday October 21st 2008,16,19,39,42,44,38,x3
1192,Friday October 24th 2008,5,33,34,47,52,18,x4
1193,Tuesday October 28th 2008,6,39,45,46,48,36,x3
1194,Friday October 31st 2008,2,7,17,29,47,40,x3
1195,Tuesday November 4th 2008,10,21,23,41,55,9,x3
1196,Friday November 7th 2008,14,24,32,43,44,21,x4
1197,Tuesday November 11th 2008,5,27,38,42,55,41,x3
1198,Friday November 14th 2008,3,18,19,30,34,3,x3
1199,Tuesday November 18th 2008,10,15,22,52,53,12,x4
1200,Friday November 21st 2008,1,22,52,53,56,45,x2
1201,Tuesday November 25th 2008,2,11,22,51,52,46,x2
1202,Friday November 28th 2008,10,30,44,46,48,44,x3
1203,Tuesday December 2nd 2008,2,17,22,32,51,35,x4
1204,Friday December 5th 2008,21,27,46,52,55,14,x3
1205,Tuesday December 9th 2008,11,12,26,31,33,27,x2
1206,Friday December 12th 2008,10,16,19,27,48,25,x3
1207,Tuesday December 16th 2008,10,14,16,29,40,6,x4
1208,Friday December 19th 2008,3,13,16,39,54,32,x3
1209,Tuesday December 23rd 2008,1,8,13,27,41,45,x3
1210,Friday December 26th 2008,6,19,29,33,37,31,x4
1211,Tuesday December 30th 2008,1,22,29,44,52,39,x3
1212,Friday January 2nd 2009,2,11,19,21,34,38,x4
1213,Tuesday January 6th 2009,3,11,12,19,33,30,x3
1214,Friday January 9th 2009,23,25,30,45,50,8,x3
1215,Tuesday January 13th 2009,22,25,33,36,48,40,x4
1216,Friday January 16th 2009,2,4,21,39,51,29,x3
1217,Tuesday January 20th 2009,1,9,10,35,46,9,x4
1218,Friday January 23rd 2009,2,17,20,27,28,7,x4
1219,Tuesday January 27th 2009,3,11,12,14,21,25,x2
1220,Friday January 30th 2009,13,16,19,53,55,2,x2
1221,Tuesday February 3rd 2009,4,15,29,43,56,29,x4
1222,Friday February 6th 2009,2,12,18,28,31,3,x3
1223,Tuesday February 10th 2009,18,29,38,43,47,7,x4
1224,Friday February 13th 2009,25,36,37,40,51,20,x4
1225,Tuesday February 17th 2009,1,9,23,27,33,24,x4
1226,Friday February 20th 2009,21,28,41,45,55,24,x3
1227,Tuesday February 24th 2009,1,27,28,35,40,6,x4
1228,Friday February 27th 2009,24,37,44,50,56,35,x4
1229,Tuesday March 3rd 2009,26,32,35,43,52,10,x4
1230,Friday March 6th 2009,11,18,37,46,55,45,x2
1231,Tuesday March 10th 2009,2,27,31,39,40,23,x3
1232,Friday March 13th 2009,10,12,26,46,50,23,x3
1233,Tuesday March 17th 2009,9,15,24,28,31,17,x4
1234,Friday March 20th 2009,15,16,20,39,40,26,x4
1235,Tuesday March 24th 2009,4,25,34,43,44,45,x3
1236,Friday March 27th 2009,10,15,24,38,50,19,x4
1237,Tuesday March 31st 2009,14,39,47,48,53,29,x4
1238,Friday April 3rd 2009,16,22,38,39,48,42,x4
1239,Tuesday April 7th 2009,2,4,13,17,36,15,x3
1240,Friday April 10th 2009,18,25,36,42,51,22,x4
1241,Tuesday April 14th 2009,4,11,22,48,50,42,x3
1242,Friday April 17th 2009,5,13,26,35,45,32,x4
1243,Tuesday April 21st 2009,5,24,37,47,52,6,x4
1244,Friday April 24th 2009,9,20,21,48,49,7,x2
1245,Tuesday April 28th 2009,15,20,24,36,44,6,x2
1246,Friday May 1st 2009,9,16,24,40,43,35,x4
1247,Tuesday May 5th 2009,5,23,38,39,54,3,x2
1248,Friday May 8th 2009,12,27,29,32,34,34,x2
1249,Tuesday May 12th 2009,4,8,10,14,51,31,x4
1250,Friday May 15th 2009,7,12,24,36,48,27,x4
1251,Tuesday May 19th 2009,2,4,9,15,42,13,x4
1252,Friday May 22nd 2009,3,29,34,42,49,29,x3
1253,Tuesday May 26th 2009,9,18,21,37,55,33,x4
1254,Friday May 29th 2009,23,30,36,39,48,34,x4
1255,Tuesday June 2nd 2009,9,13,26,30,35,33,x3
1256,Friday June 5th 2009,5,20,38,41,52,20,x3
1257,Tuesday June 9th 2009,5,17,31,36,56,46,x2
1258,Friday June 12th 2009,6,11,20,32,44,38,x3
1259,Tuesday June 16th 2009,9,15,21,26,45,25,x2
1260,Friday June 19th 2009,4,9,12,16,46,44,x4
1261,Tuesday June 23rd 2009,12,14,16,31,50,9,x4
1262,Friday June 26th 2009,11,15,17,29,46,16,x4
1263,Tuesday June 30th 2009,7,34,49,54,55,34,x4
1264,Friday July 3rd 2009,5,6,7,11,25,31,x3
1265,Tuesday July 7th 2009,25,27,35,38,39,28,x3
1266,Friday July 10th 2009,5,10,26,27,28,4,x4
1267,Tuesday July 14th 2009,20,29,35,45,53,41,x4
1268,Friday July 17th 2009,8,17,40,47,50,13,x4
1269,Tuesday July 21st 2009,3,8,21,50,52,2,x4
1270,Friday July 24th 2009,3,6,43,51,52,36,x4
1271,Tuesday July 28th 2009,4,17,24,25,48,34,x3
1272,Friday July 31st 2009,17,35,44,52,56,22,x2
1273,Tuesday August 4th 2009,1,28,34,42,50,27,x3
1274,Friday August 7th 2009,7,18,35,45,56,3,x3
1275,Tuesday August 11th 2009,6,12,15,32,42,40,x3
1276,Friday August 14th 2009,8,22,25,33,35,46,x4
1277,Tuesday August 18th 2009,4,5,26,37,56,25,x4
1278,Friday August 21st 2009,9,38,44,48,49,13,x4
1279,Tuesday August 25th 2009,3,12,19,22,40,2,x4
1280,Friday August 28th 2009,1,17,31,37,54,31,x4
1281,Tuesday September 1st 2009,2,9,28,51,53,19,x4
1282,Friday September 4th 2009,2,4,6,21,44,37,x2
1283,Tuesday September 8th 2009,4,10,18,28,50,35,x4
1284,Friday September 11th 2009,16,27,48,49,54,2,x4
1285,Tuesday September 15th 2009,29,30,32,35,41,39,x4
1286,Friday September 18th 2009,18,27,31,36,52,33,x2
1287,Tuesday September 22nd 2009,26,29,33,39,46,24,x4
1288,Friday September 25th 2009,7,27,42,49,52,19,x4
1289,Tuesday September 29th 2009,2,21,25,45,50,21,x2
1290,Friday October 2nd 2009,15,24,51,53,55,11,x2
1291,Tuesday October 6th 2009,9,33,51,53,56,39,x2
1292,Friday October 9th 2009,3,14,21,24,51,14,x4
1293,Tuesday October 13th 2009,17,31,34,45,51,24,x4
1294,Friday October 16th 2009,10,13,18,33,51,43,x3
1295,Tuesday October 20th 2009,13,17,25,45,55,8,x2
1296,Friday October 23rd 2009,27,45,48,54,56,2,x3
1297,Tuesday October 27th 2009,7,13,37,46,51,2,x4
1298,Friday October 30th 2009,4,15,17,29,38,20,x3
1299,Tuesday November 3rd 2009,5,18,23,31,38,20,x4
1300,Friday November 6th 2009,7,11,27,40,46,8,x3
1301,Tuesday November 10th 2009,8,21,29,34,37,15,x3
1302,Friday November 13th 2009,27,43,45,49,54,44,x4
1303,Tuesday November 17th 2009,8,22,27,49,50,28,x3
1304,Friday November 20th 2009,3,4,7,16,56,39,x3
1305,Tuesday November 24th 2009,10,11,35,37,50,12,x2
1306,Friday November 27th 2009,12,25,37,39,45,11,x4
1307,Tuesday December 1st 2009,17,30,39,52,53,21,x3
1308,Friday December 4th 2009,4,33,41,51,56,38,x4
1309,Tuesday December 8th 2009,20,23,28,30,46,29,x3
1310,Friday December 11th 2009,2,21,27,34,44,45,x4
1311,Tuesday December 15th 2009,27,31,32,36,47,35,x4
1312,Friday December 18th 2009,10,20,30,44,49,24,x4
1313,Tuesday December 22nd 2009,3,33,35,39,45,13,x3
1314,Friday December 25th 2009,4,16,44,52,54,20,x4
1315,Tuesday December 29th 2009,2,5,29,35,51,3,x4
1316,Friday January 1st 2010,6,8,27,40,41,21,x3
1317,Tuesday January 5th 2010,13,28,39,50,55,10,x3
1318,Friday January 8th 2010,18,20,31,36,43,33,x3
1319,Tuesday January 12th 2010,5,9,31,37,56,16,x4
1320,Friday January 15th 2010,4,7,19,21,38,29,x4
1321,Tuesday January 19th 2010,4,5,34,38,41,18,x3
1322,Friday January 22nd 2010,8,13,27,28,52,9,x4
1323,Tuesday January 26th 2010,7,8,38,39,48,22,x4
1324,Friday January 29th 2010,1,10,22,23,38,19,x4
1325,Tuesday February 2nd 2010,6,7,26,27,49,9,x4
1326,Friday February 5th 2010,10,20,45,51,53,41,x4
1327,Tuesday February 9th 2010,2,17,20,26,48,12,x4
1328,Friday February 12th 2010,14,16,17,33,47,23,x4
1329,Tuesday February 16th 2010,11,12,21,29,45,5,x3
1330,Friday February 19th 2010,1,22,39,42,46,36,x4
1331,Tuesday February 23rd 2010,4,16,36,40,53,18,x4
1332,Friday February 26th 2010,4,14,29,54,56,40,x3
1333,Tuesday March 2nd 2010,9,12,47,48,56,25,x3
1334,Friday March 5th 2010,11,31,34,44,52,32,x4
1335,Tuesday March 9th 2010,14,16,18,19,29,16,x2
1336,Friday March 12th 2010,2,15,25,48,53,41,x3
1337,Tuesday March 16th 2010,3,22,48,52,56,13,x4
1338,Friday March 19th 2010,10,31,45,50,54,25,x4
1339,Tuesday March 23rd 2010,3,25,28,29,40,13,x4
1340,Friday March 26th 2010,23,41,46,47,52,22,x4
1341,Tuesday March 30th 2010,1,11,24,38,44,41,x3
1342,Friday April 2nd 2010,2,17,22,30,31,19,x4
1343,Tuesday April 6th 2010,16,43,44,52,56,26,x4
1344,Friday April 9th 2010,15,18,39,48,53,3,x4
1345,Tuesday April 13th 2010,3,12,27,39,47,32,x4
1346,Friday April 16th 2010,10,16,31,48,50,44,x3
1347,Tuesday April 20th 2010,5,8,10,34,42,25,x4
1348,Friday April 23rd 2010,19,26,28,37,52,18,x4
1349,Tuesday April 27th 2010,23,37,41,50,55,6,x2
1350,Friday April 30th 2010,14,20,41,47,53,40,x4
1351,Tuesday May 4th 2010,9,21,31,36,43,8,x3
1352,Friday May 7th 2010,2,7,20,34,50,40,x3
1353,Tuesday May 11th 2010,26,33,43,46,54,9,x4
1354,Friday May 14th 2010,20,21,40,47,56,12,x4
1355,Tuesday May 18th 2010,11,13,19,37,40,26,x4
1356,Friday May 21st 2010,15,20,23,26,30,17,x3
1357,Tuesday May 25th 2010,5,14,17,19,24,25,x4
1358,Friday May 28th 2010,3,11,20,29,39,26,x4
1359,Tuesday June 1st 2010,12,27,44,45,51,30,x2
1360,Friday June 4th 2010,12,13,15,17,50,23,x4
1361,Tuesday June 8th 2010,12,18,28,48,54,6,x3
1362,Friday June 11th 2010,6,13,33,34,42,25,x3
1363,Tuesday June 15th 2010,4,12,13,21,27,46,x4
1364,Friday June 18th 2010,11,36,37,41,55,7,x4
1365,Tuesday June 22nd 2010,12,17,21,23,30,24,x4
1366,Friday June 25th 2010,1,2,13,19,27,21,x4
1367,Tuesday June 29th 2010,3,4,15,27,37,35,x3
1368,Friday July 2nd 2010,1,10,12,32,36,25,x4
1369,Tuesday July 6th 2010,8,18,45,47,50,36,x2
1370,Friday July 9th 2010,1,31,33,34,50,41,x4
1371,Tuesday July 13th 2010,7,11,14,15,34,14,x3
1372,Friday July 16th 2010,2,15,18,20,39,34,x3
1373,Tuesday July 20th 2010,12,18,28,36,43,19,x3
1374,Friday July 23rd 2010,16,19,39,44,49,26,x2
1375,Tuesday July 27th 2010,2,7,10,16,29,8,x4
1376,Friday July 30th 2010,11,30,40,48,52,42,x4
1377,Tuesday August 3rd 2010,4,13,20,22,56,32,x2
1378,Friday August 6th 2010,7,13,30,33,54,30,x3
1379,Tuesday August 10th 2010,2,14,26,50,56,12,x2
1380,Friday August 13th 2010,6,17,24,43,55,36,x4
1381,Tuesday August 17th 2010,11,19,40,43,44,33,x4
1382,Friday August 20th 2010,4,13,20,29,48,36,x4
1383,Tuesday August 24th 2010,4,23,24,28,32,31,x3
1384,Friday August 27th 2010,4,10,26,32,41,31,x4
1385,Tuesday August 31st 2010,10,20,29,47,48,38,x3
1386,Friday September 3rd 2010,10,13,20,28,36,9,x4
1387,Tuesday September 7th 2010,8,18,22,24,38,23,x4
1388,Friday September 10th 2010,11,12,17,21,23,20,x3
1389,Tuesday September 14th 2010,6,14,50,55,56,1,x4
1390,Friday September 17th 2010,3,4,14,18,27,13,x3
1391,Tuesday September 21st 2010,3,20,43,47,52,26,x4
1392,Friday September 24th 2010,2,28,38,42,55,25,x4
1393,Tuesday September 28th 2010,2,10,13,36,38,18,x3
1394,Friday October 1st 2010,3,8,21,28,52,43,x4
1395,Tuesday October 5th 2010,10,19,24,37,44,27,x4
1396,Friday October 8th 2010,24,29,37,48,50,19,x4
1397,Tuesday October 12th 2010,10,31,36,37,43,15,x4
1398,Friday October 15th 2010,9,10,13,31,50,10,x4
1399,Tuesday October 19th 2010,2,9,14,37,42,41,x4
1400,Friday October 22nd 2010,2,7,18,32,53,18,x4
1401,Tuesday October 26th 2010,15,21,30,31,32,26,x4
1402,Friday October 29th 2010,4,19,26,28,39,14,x4
1403,Tuesday November 2nd 2010,1,3,12,16,54,46,x2
1404,Friday November 5th 2010,19,25,34,46,53,15,x4
1405,Tuesday November 9th 2010,8,26,28,33,53,11,x4
1406,Friday November 12th 2010,9,26,28,35,38,10,x4
1407,Tuesday November 16th 2010,1,26,27,39,46,21,x3
1408,Friday November 19th 2010,7,14,31,51,54,35,x2
1409,Tuesday November 23rd 2010,2,6,12,34,35,33,x4
1410,Friday November 26th 2010,5,9,34,43,47,8,x2
1411,Tuesday November 30th 2010,11,16,19,47,53,2,x4
1412,Friday December 3rd 2010,6,11,12,18,56,12,x3
1413,Tuesday December 7th 2010,4,38,45,53,54,9,x4
1414,Friday December 10th 2010,23,27,33,44,46,36,x4
1415,Tuesday December 14th 2010,18,22,25,31,38,29,x3
1416,Friday December 17th 2010,11,20,26,46,53,12,x4
1417,Tuesday December 21st 2010,8,11,12,31,32,29,x4
1418,Friday December 24th 2010,15,16,27,40,52,16,x4
1419,Tuesday December 28th 2010,6,18,36,40,49,7,x4
1420,Friday December 31st 2010,10,12,13,35,56,9,x4
1421,Tuesday January 4th 2011,4,8,15,25,47,42,x4
1422,Friday January 7th 2011,4,22,42,46,53,20,x2
1423,Tuesday January 11th 2011,1,4,11,16,45,37,x4
1424,Friday January 14th 2011,2,15,17,33,35,8,x2
1425,Tuesday January 18th 2011,4,27,29,38,45,5,x4
1426,Friday January 21st 2011,5,9,21,35,38,20,x4
1427,Tuesday January 25th 2011,5,8,31,46,50,4,x4
1428,Friday January 28th 2011,14,33,48,49,50,18,x4
1429,Tuesday February 1st 2011,16,22,23,26,35,31,x4
1430,Friday February 4th 2011,6,20,29,48,55,6,x4
1431,Tuesday February 8th 2011,25,35,36,47,48,18,x2
1432,Friday February 11th 2011,8,9,17,32,34,13,x2
1433,Tuesday February 15th 2011,17,18,24,35,39,18,x4
1434,Friday February 18th 2011,5,6,7,30,45,42,x3
1435,Tuesday February 22nd 2011,15,22,23,48,55,31,x4
1436,Friday February 25th 2011,4,5,17,19,50,7,x4
1437,Tuesday March 1st 2011,1,12,19,20,47,25,x3
1438,Friday March 4th 2011,8,10,15,23,41,7,x4
1439,Tuesday March 8th 2011,3,17,19,41,55,24,x4
1440,Friday March 11th 2011,14,19,21,42,45,6,x2
1441,Tuesday March 15th 2011,10,11,12,28,43,45,x4
1442,Friday March 18th 2011,14,33,34,54,56,37,x4
1443,Tuesday March 22nd 2011,1,14,35,50,53,43,x4
1444,Friday March 25th 2011,22,24,31,52,54,4,x4
1445,Tuesday March 29th 2011,6,15,23,34,38,43,x4
1446,Friday April 1st 2011,13,14,35,36,53,19,x3
1447,Tuesday April 5th 2011,1,19,20,31,36,9,x2
1448,Friday April 8th 2011,6,40,45,50,56,11,x3
1449,Tuesday April 12th 2011,10,23,39,41,45,15,x2
1450,Friday April 15th 2011,22,23,33,39,48,29,x3
1451,Tuesday April 19th 2011,20,24,32,45,51,43,x4
1452,Friday April 22nd 2011,3,18,46,51,53,17,x3
1453,Tuesday April 26th 2011,19,29,32,38,55,15,x3
1454,Friday April 29th 2011,9,10,11,33,51,29,x4
1455,Tuesday May 3rd 2011,1,16,29,36,50,16,x2
1456,Friday May 6th 2011,6,18,26,37,41,9,x3
1457,Tuesday May 10th 2011,11,16,34,40,51,34,x4
1458,Friday May 13th 2011,3,33,39,47,53,9,x4
1459,Tuesday May 17th 2011,1,2,17,25,48,45,x4
1460,Friday May 20th 2011,10,17,19,45,48,30,x4
1461,Tuesday May 24th 2011,9,12,21,42,43,42,x3
1462,Friday May 27th 2011,5,7,14,28,56,10,x4
1463,Tuesday May 31st 2011,28,30,31,37,55,13,x3
1464,Friday June 3rd 2011,20,23,41,49,53,31,x3
